text,intent,response,language,channel,source
how to transfer 15 vnd using qr transfer for salary in ho chi minh city vietnam nhe,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer vnd using, verify beneficiary details before you retry any transfer. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer vnd using transfer; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=nhe.",en,mobile,asia_research_qa2016
can i send from wallet to bank via mobile app in bandung indonesia using qris ya,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, retry once from the same channel to avoid duplicate transfer attempts. In indonesia, qris activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=qris; channel=mobile app; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
transfer failed on wing in kampot cambodia at morning for invoice settlement som help,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed wing, confirm transfer rail and recipient account format before submission. In kampot, wing activity through your selected channel at morning can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed wing kampot; city=kampot; rail=wing; channel=default channel; time=morning; local_tone=som help.",en,mobile,asia_research_qa2016
how to transfer 25 baht using thai qr for rent in bangkok thailand ka,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer baht using, confirm transfer rail and recipient account format before submission. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer baht using thai; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i send from wallet to bank via qr scanner in jurong singapore using paynow lah,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, capture transfer reference and timestamp for support tracking. In singapore, paynow activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=paynow; channel=qr scanner; time=standard time; local_tone=lah.",en,mobile,asia_research_qa2016
transfer failed on fpx in johor bahru malaysia at late night for travel expense tak case 87,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed fpx, verify beneficiary details before you retry any transfer. In malaysia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed fpx johor; city=unspecified city; rail=standard rail; channel=default channel; time=late night; local_tone=tak.",en,mobile,asia_research_qa2016
how to transfer 40 php using instapay for medical fee in quezon city philippines naman,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer php using, retry once from the same channel to avoid duplicate transfer attempts. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer php using instapay; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=naman.",en,mobile,asia_research_qa2016
can i send from wallet to bank via web banking in mumbai india using upi thoda,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, retry once from the same channel to avoid duplicate transfer attempts. In india, upi activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=upi; channel=web banking; time=standard time; local_tone=thoda.",en,mobile,asia_research_qa2016
transfer failed on mobile banking in ho chi minh city vietnam at evening for salary nhe case 90,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed mobile, retry once from the same channel to avoid duplicate transfer attempts. In vietnam, local payment rail activity through your selected channel at evening can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed mobile banking; city=unspecified city; rail=standard rail; channel=default channel; time=evening; local_tone=nhe.",en,mobile,asia_research_qa2016
how to transfer 55 idr using bank transfer for supplier payment in bandung indonesia ya,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer idr using, capture transfer reference and timestamp for support tracking. In indonesia, bank transfer activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer idr using bank; city=unspecified city; rail=bank transfer; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
can i send from wallet to bank via merchant terminal in kampot cambodia using khqr ot ban,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, capture transfer reference and timestamp for support tracking. In kampot, khqr activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=kampot; rail=khqr; channel=merchant terminal; time=standard time; local_tone=ot ban.",en,mobile,asia_research_qa2016
transfer failed on mobile banking in bangkok thailand at afternoon for rent ka case 93,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed mobile, retry once from the same channel to avoid duplicate transfer attempts. In thailand, local payment rail activity through your selected channel at afternoon can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed mobile banking; city=unspecified city; rail=standard rail; channel=default channel; time=afternoon; local_tone=neutral.",en,mobile,asia_research_qa2016
how to transfer 70 sgd using fast for family support in jurong singapore lah,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer sgd using, capture transfer reference and timestamp for support tracking. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer sgd using fast; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=lah.",en,mobile,asia_research_qa2016
can i send from wallet to bank via agent outlet in johor bahru malaysia using duitnow tak,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, confirm transfer rail and recipient account format before submission. In malaysia, duitnow activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=duitnow; channel=agent outlet; time=standard time; local_tone=tak.",en,mobile,asia_research_qa2016
transfer failed on qr ph in quezon city philippines at morning for medical fee naman case 96,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed quezon, retry once from the same channel to avoid duplicate transfer attempts. In philippines, local payment rail activity through your selected channel at morning can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed quezon city; city=unspecified city; rail=standard rail; channel=default channel; time=morning; local_tone=naman.",en,mobile,asia_research_qa2016
how to transfer 95 inr using rupay upi for school fee in mumbai india thoda,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer inr using, retry once from the same channel to avoid duplicate transfer attempts. In india, upi activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer inr using rupay; city=unspecified city; rail=upi; channel=default channel; time=standard time; local_tone=thoda.",en,mobile,asia_research_qa2016
can i send from wallet to bank via mobile app in ho chi minh city vietnam using bank transfer nhe,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, confirm transfer rail and recipient account format before submission. In vietnam, bank transfer activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=bank transfer; channel=mobile app; time=standard time; local_tone=nhe.",en,mobile,asia_research_qa2016
transfer failed on e-wallet in bandung indonesia at late night for supplier payment ya case 99,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed wallet, capture transfer reference and timestamp for support tracking. In indonesia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed wallet bandung; city=unspecified city; rail=standard rail; channel=default channel; time=late night; local_tone=ya.",en,mobile,asia_research_qa2016
how to transfer 120 riel using bakong for invoice settlement in kampot cambodia ban te,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 120 riel, confirm transfer rail and recipient account format before submission. In kampot, bakong activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 120 riel using; city=kampot; rail=bakong; channel=default channel; time=standard time; local_tone=ban te.",en,mobile,asia_research_qa2016
can i send from wallet to bank via qr scanner in bangkok thailand using promptpay ka,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, capture transfer reference and timestamp for support tracking. In thailand, promptpay activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=promptpay; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
transfer failed on paynow qr in jurong singapore at evening for family support lah case 102,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed paynow, confirm transfer rail and recipient account format before submission. In singapore, paynow activity through your selected channel at evening can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed paynow jurong; city=unspecified city; rail=paynow; channel=default channel; time=evening; local_tone=lah.",en,mobile,asia_research_qa2016
how to transfer 180 myr using duitnow qr for travel expense in johor bahru malaysia tak,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 180 myr, retry once from the same channel to avoid duplicate transfer attempts. In malaysia, duitnow activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 180 myr using; city=unspecified city; rail=duitnow; channel=default channel; time=standard time; local_tone=tak.",en,mobile,asia_research_qa2016
can i send from wallet to bank via web banking in quezon city philippines using gcash naman,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In philippines, gcash activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=gcash; channel=web banking; time=standard time; local_tone=naman.",en,mobile,asia_research_qa2016
transfer failed on upi lite in mumbai india at afternoon for school fee thoda case 105,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed upi, capture transfer reference and timestamp for support tracking. In india, upi activity through your selected channel at afternoon can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed upi lite; city=unspecified city; rail=upi; channel=default channel; time=afternoon; local_tone=thoda.",en,mobile,asia_research_qa2016
how to transfer 250 vnd using qr transfer for salary in ho chi minh city vietnam nhe,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 250 vnd, retry once from the same channel to avoid duplicate transfer attempts. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 250 vnd using; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=nhe.",en,mobile,asia_research_qa2016
can i send from wallet to bank via merchant terminal in bandung indonesia using qris ya,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In indonesia, qris activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=qris; channel=merchant terminal; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
transfer failed on aba in kampot cambodia at morning for invoice settlement nis,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed aba, capture transfer reference and timestamp for support tracking. In kampot, aba activity through your selected channel at morning can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed aba kampot; city=kampot; rail=aba; channel=default channel; time=morning; local_tone=nis.",en,mobile,asia_research_qa2016
how to transfer 400 baht using thai qr for rent in bangkok thailand ka,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 400 baht, capture transfer reference and timestamp for support tracking. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 400 baht using; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i send from wallet to bank via agent outlet in jurong singapore using paynow lah,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, capture transfer reference and timestamp for support tracking. In singapore, paynow activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=paynow; channel=agent outlet; time=standard time; local_tone=lah.",en,mobile,asia_research_qa2016
transfer failed on fpx in johor bahru malaysia at late night for travel expense tak case 111,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed fpx, confirm transfer rail and recipient account format before submission. In malaysia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed fpx johor; city=unspecified city; rail=standard rail; channel=default channel; time=late night; local_tone=tak.",en,mobile,asia_research_qa2016
how to transfer 15 php using instapay for medical fee in quezon city philippines naman,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer php using, capture transfer reference and timestamp for support tracking. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer php using instapay; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=naman.",en,mobile,asia_research_qa2016
can i send from wallet to bank via mobile app in mumbai india using upi thoda,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, retry once from the same channel to avoid duplicate transfer attempts. In india, upi activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=upi; channel=mobile app; time=standard time; local_tone=thoda.",en,mobile,asia_research_qa2016
transfer failed on mobile banking in ho chi minh city vietnam at evening for salary nhe case 114,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed mobile, retry once from the same channel to avoid duplicate transfer attempts. In vietnam, local payment rail activity through your selected channel at evening can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed mobile banking; city=unspecified city; rail=standard rail; channel=default channel; time=evening; local_tone=nhe.",en,mobile,asia_research_qa2016
how to transfer 25 idr using bank transfer for supplier payment in bandung indonesia ya,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer idr using, capture transfer reference and timestamp for support tracking. In indonesia, bank transfer activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer idr using bank; city=unspecified city; rail=bank transfer; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
can i send from wallet to bank via qr scanner in kampot cambodia using acleda knyom,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, capture transfer reference and timestamp for support tracking. In kampot, acleda activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=kampot; rail=acleda; channel=qr scanner; time=standard time; local_tone=knyom.",en,mobile,asia_research_qa2016
transfer failed on mobile banking in bangkok thailand at afternoon for rent ka case 117,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed mobile, capture transfer reference and timestamp for support tracking. In thailand, local payment rail activity through your selected channel at afternoon can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed mobile banking; city=unspecified city; rail=standard rail; channel=default channel; time=afternoon; local_tone=neutral.",en,mobile,asia_research_qa2016
how to transfer 40 sgd using fast for family support in jurong singapore lah,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer sgd using, retry once from the same channel to avoid duplicate transfer attempts. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer sgd using fast; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=lah.",en,mobile,asia_research_qa2016
can i send from wallet to bank via web banking in johor bahru malaysia using duitnow tak,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, confirm transfer rail and recipient account format before submission. In malaysia, duitnow activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=duitnow; channel=web banking; time=standard time; local_tone=tak.",en,mobile,asia_research_qa2016
transfer failed on qr ph in quezon city philippines at morning for medical fee naman case 120,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed quezon, capture transfer reference and timestamp for support tracking. In philippines, local payment rail activity through your selected channel at morning can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed quezon city; city=unspecified city; rail=standard rail; channel=default channel; time=morning; local_tone=naman.",en,mobile,asia_research_qa2016
how to transfer 55 inr using rupay upi for school fee in mumbai india thoda case 121,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer inr using, retry once from the same channel to avoid duplicate transfer attempts. In india, upi activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer inr using rupay; city=unspecified city; rail=upi; channel=default channel; time=standard time; local_tone=thoda.",en,mobile,asia_research_qa2016
can i send from wallet to bank via merchant terminal in ho chi minh city vietnam using bank transfer nhe case 122,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In vietnam, bank transfer activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=bank transfer; channel=merchant terminal; time=standard time; local_tone=nhe.",en,mobile,asia_research_qa2016
transfer failed on e-wallet in bandung indonesia at late night for supplier payment ya case 123,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed wallet, retry once from the same channel to avoid duplicate transfer attempts. In indonesia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed wallet bandung; city=unspecified city; rail=standard rail; channel=default channel; time=late night; local_tone=ya.",en,mobile,asia_research_qa2016
how to transfer 70 riel using wing for invoice settlement in kampot cambodia som help case 124,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer riel using, capture transfer reference and timestamp for support tracking. In kampot, wing activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer riel using wing; city=kampot; rail=wing; channel=default channel; time=standard time; local_tone=som help.",en,mobile,asia_research_qa2016
can i send from wallet to bank via agent outlet in bangkok thailand using promptpay ka case 125,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, retry once from the same channel to avoid duplicate transfer attempts. In thailand, promptpay activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=promptpay; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
transfer failed on paynow qr in jurong singapore at evening for family support lah case 126,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed paynow, retry once from the same channel to avoid duplicate transfer attempts. In singapore, paynow activity through your selected channel at evening can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed paynow jurong; city=unspecified city; rail=paynow; channel=default channel; time=evening; local_tone=lah.",en,mobile,asia_research_qa2016
how to transfer 95 myr using duitnow qr for travel expense in johor bahru malaysia tak case 127,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer myr using, capture transfer reference and timestamp for support tracking. In malaysia, duitnow activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer myr using duitnow; city=unspecified city; rail=duitnow; channel=default channel; time=standard time; local_tone=tak.",en,mobile,asia_research_qa2016
can i send from wallet to bank via mobile app in quezon city philippines using gcash naman case 128,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In philippines, gcash activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=gcash; channel=mobile app; time=standard time; local_tone=naman.",en,mobile,asia_research_qa2016
transfer failed on upi lite in mumbai india at afternoon for school fee thoda case 129,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed upi, retry once from the same channel to avoid duplicate transfer attempts. In india, upi activity through your selected channel at afternoon can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed upi lite; city=unspecified city; rail=upi; channel=default channel; time=afternoon; local_tone=thoda.",en,mobile,asia_research_qa2016
how to transfer 120 vnd using qr transfer for salary in ho chi minh city vietnam nhe case 130,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 120 vnd, capture transfer reference and timestamp for support tracking. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 120 vnd using; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=nhe.",en,mobile,asia_research_qa2016
can i send from wallet to bank via qr scanner in bandung indonesia using qris ya case 131,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In indonesia, qris activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=qris; channel=qr scanner; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
transfer failed on khqr in kampot cambodia at morning for invoice settlement ot ban case 132,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed khqr, retry once from the same channel to avoid duplicate transfer attempts. In kampot, khqr activity through your selected channel at morning can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed khqr kampot; city=kampot; rail=khqr; channel=default channel; time=morning; local_tone=ot ban.",en,mobile,asia_research_qa2016
how to transfer 180 baht using thai qr for rent in bangkok thailand ka case 133,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 180 baht, verify beneficiary details before you retry any transfer. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 180 baht using; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i send from wallet to bank via web banking in jurong singapore using paynow lah case 134,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, confirm transfer rail and recipient account format before submission. In singapore, paynow activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=paynow; channel=web banking; time=standard time; local_tone=lah.",en,mobile,asia_research_qa2016
transfer failed on fpx in johor bahru malaysia at late night for travel expense tak case 135,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed fpx, capture transfer reference and timestamp for support tracking. In malaysia, local payment rail activity through your selected channel at late night can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed fpx johor; city=unspecified city; rail=standard rail; channel=default channel; time=late night; local_tone=tak.",en,mobile,asia_research_qa2016
how to transfer 250 php using instapay for medical fee in quezon city philippines naman case 136,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer 250 php, retry once from the same channel to avoid duplicate transfer attempts. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer 250 php using; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=naman.",en,mobile,asia_research_qa2016
can i send from wallet to bank via merchant terminal in mumbai india using upi thoda case 137,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For send from wallet, verify beneficiary details before you retry any transfer. In india, upi activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=send from wallet bank; city=unspecified city; rail=upi; channel=merchant terminal; time=standard time; local_tone=thoda.",en,mobile,asia_research_qa2016
transfer failed on mobile banking in ho chi minh city vietnam at evening for salary nhe case 138,fund_transfer,"Start a transfer by confirming recipient details, amount, and security verification. Recheck account name and rail before final submission. For transfer failed mobile, capture transfer reference and timestamp for support tracking. In vietnam, local payment rail activity through your selected channel at evening can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=transfer failed mobile banking; city=unspecified city; rail=standard rail; channel=default channel; time=evening; local_tone=nhe.",en,mobile,asia_research_qa2016
