text,label,intent,response,sub_intent
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Can I see my available money?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Can I send money through Bakong?,999,fund_transfer,Use Bakong transfer services and verify recipient details before confirming.,transfer_into_account
Can you tell me about the exchange fee?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
The exchange rate is incorrect for my cash withdrawal transaction.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
How do I replace my card before it expires?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Can you tell me where  can change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
"So my top-up failed, could you tell me why?",59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
What if I type in the wrong PIN too many times?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I accidentally made a payment to a wrong account. What should I do?,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Must I verify my identity?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
I need to urgently transfer something from China. How long will it approximately take?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Why is checking my identity important?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
I haven't received my cash yet.,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
"app malfunctioning, does not know its me",68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Seems like my transfer was declined how come?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
"Help, I don't see my money i just added.",47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Which countries can I change my PIN in?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why do we need to verify top-ups?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
What do I do?  My card is broken.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
I want to op up my account by using bank transfer. How do I go about it?,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
"If I am in China, can I still order a new card and if so, how?",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Is there anyway to bypass identity verification?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
How can I receive verification for the source of my funds?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Why didn't my transfer get to the recipient?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
Can I change my PIN abroad?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Can I change my PIN at any cash machines?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
How long will my top-up be pending?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,21,card_issue,Use card settings to securely change your card PIN.,change_pin
"I needed to send my friends some money urgently.  I tried multiple times to transfer the money this morning, but the transfer keeps failing.  Can you tell me why the transfer is getting rejected?",35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I need help reapplying my top-up. It seems it isn't working.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
How can I prove who I am?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
I would like to know why a withdraw I made for some cash shows up as pending.,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
When will the money from a transfer be made available on my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Recipient has not received the money,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
"After I got my cash, I found out my exchange rate was wrong.",76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
Can I receive my salary with this in another currency?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
I don't understand where this charge came from.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
It's been some time since refilled the top-up.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Are there any discounts in exchanging currencies frequently?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Can my salary be received and transferred to my current currency in my country?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
What do I do if I think someone has used my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I am not able to verify my id. Why?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Someone must have found my card details as I don't recognize these transactions.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Why check my identity?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
Can you please check the exchange rate when I was getting cash?,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
The wrong exchange rate was applied to me while pulling out cash.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
Can my salary be received here?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
"The ATM would not give me cash,why?",26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
My identity verification is not working.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Where do i verify a top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
How do I re-order a damaged card?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Someone besides me might be using my card.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Why does my transfer keep generating an error message?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I need my PIN unlocked.,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
My transfer is pending too long.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Can you help me? I have a duplicate transaction on my account and I don't understand why.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
I am trying  to  transfer and  it has been  stopped why is  that,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
My morning transaction needs to be canceled.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
I messed up a transfer and need to reverse it.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
I wasn't able to use my top up card because the money I put on there wasn't there anymore,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
How long does it take for pending to go through,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
What is the first step that I should take after my card has been stolen?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Do you know how I can verify that I did a top-up to my card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
How do I change my pin while traveling?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
What is the top-up limit?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
The amount of cash I received did not match the amount I requested,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Why am I not able to withdraw cash from this ATM?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
This stupid system is not letting me prove my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Is the identity check part of bank policy?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
What do I need to do to correct this failed transfer?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.",22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
How long do transfers from Europe take?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Did you deactivate my card it's not working anymore,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Are there any specific cash machines that I have to go to in order to change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why has my deposit in the ATM not cleared yet?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
What is the top-up limit for my card?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I forgot my PIN and now it is blocked.,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
My app shows cash I didn't get.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
"My PIN got blocked, help.",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I have been trying to exchange this for crypto but the app won't work could you please help me?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
Top up did not work on the app.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Why does my transfer say it is pending?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
Can my account be topped up by my friends?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
I made a transfer but my balance hasn't been updated,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
I did a transaction this morning and now I want to cancel it.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
What is needed for identity verification?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
"Would you please unblock my pin? I don't know why, but it's blocked.",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
"I can't freeze my account as I need the card as I am traveling, how do I change my pin?",21,card_issue,Use card settings to securely change your card PIN.,change_pin
"Someone is making transactions on my account, I think they took my card information.",22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I want to revert a transaction I did this morning,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Do I need to speak to a representative to change my pin?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why hasn't my ID been verified?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Why is this not letting me exchange crypto? I need help making this transaction go through.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
I believe that the rate of exchange for my cash withdrawl is incorrect.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
am i able to receive my salary this way?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
I am trying to complete a transfer but I keep getting an error message.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
How do I know where my funds come from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
What happens if my card expires?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Need help with a stolen card.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.",64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
Some cash was missing at ATM.,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
My wallet was taken and I see that someone is using my card!   Please help me!,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
I believe there is a mistake because a payment I didn't make shows in my app.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
I need assistance with transferring funds to another account.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
Why was my Wing cash withdrawal charged?,991,cash_withdrawal,Review Wing withdrawal fees and verify the ATM or agent charge details.,cash_withdrawal_charge
The recipient doesn't see the money transaction I made,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
Why isn't my id verified?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
A payment is showing twice. Why is that?,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
Can you show me how to verify the top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
How do I change my card PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Can you help me with proving my identity?,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Can i receive transfers from my employer this way?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
I don't know why my card payment did not work,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How does your app transfer the money,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
I was charged twice.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
I think my card is stolen!,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Why was I charged this extra fee while doing a transfer?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
"My transfer was declined, why is that?",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
"I made a mistake when making my last transfer, please cancel before it goes thru.",8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
My card must have used my card as there are some transactions that I haven't done myself..,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Why did you decline my transfer?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I don't see the verification code for my card transfer.,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
Why am I being charged for ATM fees?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
What can I expect at card expiration?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
I need to transfer money into this account from my other bank account.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
I did a money transaction and dont have a receipt,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
What should I do if I see an unauthorized withdrawal on my statement?,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
Am I the only one who can top-up my account?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
The ATM cancelled a transaction on me when I was trying to get some cash out.,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
who can put money in my account?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Can you tell me where my readily available cash has come from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Why can't I get cash from the ATM?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Can you explain to me the way to verify my top up has gone through?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
Why did my card payment get declined?,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
I think I was charged a different exchange rate than what was posted at the time.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
My card won't work right now.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Could you explain your rules for ATM fees?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I'm trying to purchase a flat but i need my first payment for my mortgage to go through first. I keep getting an error. I'm not sure what is going on but i need help making this transfer.,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
Why would my transfer be declined?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I just transferred some money. Why was I charged a fee?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
I'm confused as to why my transfer is still listed as pending on the website.,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
"I was told to verify my identity, how do I do that?",69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
A payment shows up on the app that I never made.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Top up keeps failing,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
How do you figure out the exchange rate? Can you explain why I got less money than expected?,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
"I didn't want to make a transaction, I want to revert it",8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
I had the wrong exchange rate applied to some cash I got abroad.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
How long will it take for the money to reach my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
The exchange rate for the money I took out in a foreign country is wrong.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
After my card expires what should I do?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
My transfer to an account failed.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I think someone may be using my card.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
My salary is in GBP - what should I do?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
Can my job deposit my wages directly into the account.,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
Is there any type of fee for currency exchange?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Can I transfer my paycheck to the account?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
"I want to top up by transfering accounts, What do I do?",65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
"How long does it take to activate the card, as it does not look like its working?",0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
"I want to transfer money into my account, what do I do?",65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I transferred money from one account to another account and I charged a fee for it. Why is that?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
My account transfer was not cleared.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
Which documents do I need for this identity check?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Can I use a different currency with my salary?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
How can I verify my top up?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
How do I replace a stolen card?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Did  my transfer fail?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I made a deposit in the ATM and it has not cleared,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Someone stole my card!,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Someone took my card without my permission.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
"I am using the app, and I see cash withdrawals that I did not authorize.",20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
My card no longer works.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
I need assistance to activate the card on my account.,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
"I need to add a serious amount of cash to my card, how do I do that?",60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
My money hasn't been deposited yet. When will it be?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Can you tell me what i need for the identity check?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
I don't understanfd how to top up,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
How long does it take for a transfer to finish pending?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
where exactly does money come from,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
My transfer was not approved,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
"I need to transfer something ASAP from China, how long will it take to post to my account?",67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I withdrew cash and was charged. Why?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Someone might be using my card that is not me.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Is there any cost to change foreign money to local?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
I couldn't get money from the ATM,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
i transfered and yet it is still pending,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
My card is missing.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
It seems I need to get information on limits for top-ups.,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
When will I receive a transfer from europe?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Why am I being charged for the same thing twice?,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
"always exchanging currencies, do you offer a discount?",31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My PIN tries have run out. Now what?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
In the App I see a payment that is not mine.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
There's a possibility that my card was compromised.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Please explain why my payment was declined? I thought everything was good.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
Why am i being charged for withdrawing cash funds?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I'm not sure why my card didn't work,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How do I report possible fraudulent activity on my account?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I bought something online and it says there was a fee to transfer money. Isn't that free?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
How do I change my ABA card PIN?,996,card_issue,Use card settings to change your ABA card PIN securely.,change_pin
How do I verify the top-up?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
What's going on with my card? I've tried multiple times and it never goes through.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
will you be able to activate my card,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Can I use as many top-ups as I want?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
